country,city,occupation,field,years_of_experience,salary,employment_type,education_level,gender,company_size,year,month
United Kingdom,London,Product Manager,Technology,6,230417.0,freelance,Master,Male,Medium,2022,10
United Arab Emirates,Dubai,HR Analyst,Human Resources,23,179062.0,freelance,Bachelor,Male,Small,2023,4
Japan,Tokyo,AI Engineer,Technology,18,229183.0,freelance,Bachelor,Female,Medium,2025,4
South Korea,Seoul,Business Analyst,Business,18,187655.0,part_time,High School,Other,Enterprise,2024,6
Canada,Toronto,Operations Manager,Operations,9,145465.0,part_time,High School,Male,Small,2024,11
Italy,Milan,Marketing Specialist,Marketing,20,147483.0,full_time,Master,Male,Small,2025,10
United States,San Francisco,AI Engineer,Technology,4,342601.0,freelance,PhD,Female,Enterprise,2022,7
Mexico,Mexico City,Operations Manager,Operations,0,70865.0,full_time,Master,Other,Medium,2024,6
Italy,Milan,Software Engineer,Technology,14,279238.0,internship,Bachelor,Male,Enterprise,2025,1
Ireland,Dublin,Marketing Specialist,Marketing,4,115865.0,part_time,High School,Other,Enterprise,2025,2
Italy,Milan,Operations Manager,Operations,7,251128.0,internship,Master,Female,Enterprise,2025,5
United States,New York,Software Engineer,Technology,11,346238.0,part_time,PhD,Female,Medium,2024,11
Netherlands,Amsterdam,Marketing Specialist,Marketing,8,167788.0,part_time,Master,Female,Small,2025,10
Italy,Milan,Marketing Specialist,Marketing,12,155584.0,work_from_home,High School,Female,Enterprise,2023,10
South Africa,Cape Town,Financial Analyst,Finance,9,129859.0,part_time,PhD,Female,Medium,2023,9
Spain,Madrid,Operations Manager,Operations,7,264324.0,freelance,Master,Female,Enterprise,2025,3
India,Bangalore,UX Designer,Design,21,104664.0,internship,Bachelor,Male,Large,2025,2
Sweden,Stockholm,Financial Analyst,Finance,0,105493.0,full_time,Bachelor,Other,Enterprise,2024,6
United Kingdom,London,Business Analyst,Business,19,116028.0,full_time,High School,Male,Small,2023,5
Canada,Toronto,UX Designer,Design,22,178820.0,work_from_home,High School,Other,Large,2022,8
Ireland,Dublin,UX Designer,Design,12,262408.0,work_from_home,PhD,Male,Medium,2022,7
India,Bangalore,Software Engineer,Technology,14,88444.0,work_from_home,Master,Other,Small,2023,7
Ireland,Dublin,HR Analyst,Human Resources,16,142444.0,full_time,Master,Female,Small,2023,7
United States,New York,Cloud Engineer,Technology,5,216747.0,full_time,High School,Female,Medium,2022,9
South Africa,Cape Town,Cloud Engineer,Technology,14,204542.0,work_from_home,Master,Male,Enterprise,2025,6
Canada,Toronto,Data Analyst,Technology,22,275131.0,full_time,High School,Other,Enterprise,2025,10
Spain,Madrid,UX Designer,Design,3,116800.0,work_from_home,High School,Other,Medium,2024,10
Japan,Tokyo,Data Scientist,Technology,13,197958.0,full_time,High School,Other,Small,2025,1
Germany,Berlin,Business Analyst,Business,22,359500.0,work_from_home,Master,Female,Enterprise,2023,2
New Zealand,Auckland,Financial Analyst,Finance,19,259879.0,part_time,PhD,Female,Large,2024,6
United Arab Emirates,Dubai,Operations Manager,Operations,20,313674.0,full_time,PhD,Female,Medium,2022,4
Singapore,Singapore,HR Analyst,Human Resources,4,185092.0,part_time,Master,Female,Enterprise,2022,7
South Korea,Seoul,Software Engineer,Technology,10,212302.0,internship,PhD,Female,Small,2022,11
Germany,Berlin,Data Analyst,Technology,6,155702.0,internship,High School,Female,Medium,2025,6
Mexico,Mexico City,UX Designer,Design,20,157771.0,internship,PhD,Male,Medium,2024,6
Sweden,Stockholm,HR Analyst,Human Resources,1,22382.0,internship,High School,Male,Large,2025,7
South Korea,Seoul,Data Scientist,Technology,20,111366.0,full_time,High School,Other,Medium,2022,2
France,Paris,UX Designer,Design,1,131808.0,freelance,Bachelor,Female,Enterprise,2023,10
Spain,Madrid,Marketing Specialist,Marketing,12,147985.0,internship,Master,Other,Large,2023,4
United Arab Emirates,Dubai,Operations Manager,Operations,20,311056.0,part_time,Bachelor,Female,Large,2022,1
Germany,Berlin,Data Analyst,Technology,8,175410.0,internship,High School,Male,Large,2023,8
Australia,Sydney,Software Engineer,Technology,11,296269.0,work_from_home,Master,Male,Enterprise,2024,8
Germany,Berlin,UX Designer,Design,19,238612.0,full_time,Bachelor,Male,Small,2023,9
Netherlands,Amsterdam,UX Designer,Design,7,169982.0,freelance,PhD,Other,Small,2022,10
Japan,Tokyo,Data Analyst,Technology,7,150106.0,part_time,High School,Other,Large,2025,7
Italy,Milan,Business Analyst,Business,11,105167.0,part_time,High School,Other,Small,2022,10
New Zealand,Auckland,Financial Analyst,Finance,9,201289.0,full_time,Master,Other,Enterprise,2025,9
United Arab Emirates,Dubai,Financial Analyst,Finance,22,231908.0,full_time,High School,Male,Medium,2022,7
United States,San Francisco,AI Engineer,Technology,16,359231.0,work_from_home,PhD,Other,Enterprise,2023,9
South Korea,Seoul,Operations Manager,Operations,14,190550.0,work_from_home,Bachelor,Other,Small,2024,1
New Zealand,Auckland,HR Analyst,Human Resources,7,103287.0,internship,High School,Female,Medium,2022,9
Spain,Madrid,Product Manager,Technology,24,315576.0,full_time,Bachelor,Other,Large,2023,10
United States,New York,Business Analyst,Business,3,208386.0,part_time,Bachelor,Male,Large,2025,12
Switzerland,Zurich,Business Analyst,Business,23,264177.0,internship,High School,Female,Small,2024,3
Netherlands,Amsterdam,HR Analyst,Human Resources,18,132308.0,freelance,Bachelor,Female,Small,2023,1
South Africa,Cape Town,Marketing Specialist,Marketing,15,122867.0,freelance,PhD,Other,Large,2023,7
South Africa,Cape Town,Software Engineer,Technology,17,156756.0,full_time,Master,Male,Large,2023,5
Netherlands,Amsterdam,Financial Analyst,Finance,20,229581.0,freelance,High School,Male,Enterprise,2023,2
Singapore,Singapore,UX Designer,Design,13,218915.0,internship,High School,Other,Enterprise,2022,9
New Zealand,Auckland,Business Analyst,Business,3,298644.0,internship,Bachelor,Female,Enterprise,2022,6
India,Bangalore,Software Engineer,Technology,2,60411.0,freelance,Bachelor,Female,Medium,2024,11
Italy,Milan,UX Designer,Design,0,90854.0,work_from_home,Bachelor,Male,Large,2022,12
Australia,Sydney,Financial Analyst,Finance,2,151210.0,freelance,Master,Female,Medium,2023,11
Spain,Madrid,Marketing Specialist,Marketing,24,168042.0,full_time,High School,Other,Enterprise,2025,6
Sweden,Stockholm,UX Designer,Design,10,143032.0,part_time,Bachelor,Female,Small,2024,2
Brazil,Sao Paulo,UX Designer,Design,0,44006.0,part_time,Master,Male,Medium,2023,4
South Korea,Seoul,HR Analyst,Human Resources,22,150496.0,internship,Bachelor,Female,Large,2025,10
United States,New York,Marketing Specialist,Marketing,10,187075.0,full_time,Bachelor,Male,Medium,2024,10
Ireland,Dublin,Software Engineer,Technology,4,165166.0,part_time,Bachelor,Female,Large,2025,10
India,Bangalore,Software Engineer,Technology,20,132110.0,internship,PhD,Male,Small,2023,4
Ireland,Dublin,Operations Manager,Operations,17,187179.0,internship,High School,Male,Large,2022,2
United Arab Emirates,Dubai,HR Analyst,Human Resources,12,213249.0,part_time,PhD,Male,Large,2024,12
Switzerland,Zurich,Operations Manager,Operations,11,370000.0,freelance,Bachelor,Other,Enterprise,2025,6
South Korea,Seoul,Marketing Specialist,Marketing,3,158137.0,internship,PhD,Female,Large,2025,9
South Africa,Cape Town,Data Analyst,Technology,8,89873.0,internship,High School,Male,Large,2024,2
South Africa,Cape Town,UX Designer,Design,11,139359.0,work_from_home,PhD,Male,Large,2023,12
Australia,Sydney,AI Engineer,Technology,7,229023.0,internship,Master,Female,Medium,2023,3
Canada,Toronto,Product Manager,Technology,20,300034.0,internship,Master,Other,Medium,2023,11
United States,San Francisco,Data Analyst,Technology,7,232139.0,internship,Master,Other,Enterprise,2023,8
Ireland,Dublin,Cloud Engineer,Technology,14,250625.0,work_from_home,High School,Female,Large,2025,10
Australia,Sydney,Business Analyst,Business,14,200630.0,part_time,Master,Other,Small,2023,10
Brazil,Sao Paulo,Financial Analyst,Finance,23,165349.0,part_time,PhD,Male,Small,2024,10
Switzerland,Zurich,UX Designer,Design,5,222747.0,part_time,Bachelor,Male,Medium,2025,11
Sweden,Stockholm,Data Scientist,Technology,16,307281.0,freelance,Bachelor,Other,Enterprise,2024,7
France,Paris,HR Analyst,Human Resources,1,95087.0,freelance,PhD,Female,Small,2024,5
France,Paris,Product Manager,Technology,20,322270.0,part_time,PhD,Other,Small,2024,6
Brazil,Sao Paulo,Operations Manager,Operations,1,105350.0,full_time,High School,Other,Enterprise,2025,3
New Zealand,Auckland,Operations Manager,Operations,4,155797.0,full_time,Master,Female,Small,2024,5
Switzerland,Zurich,Marketing Specialist,Marketing,12,255258.0,part_time,Master,Other,Medium,2023,4
India,Bangalore,Financial Analyst,Finance,21,82623.0,work_from_home,Master,Male,Small,2024,4
Mexico,Mexico City,HR Analyst,Human Resources,21,125229.0,work_from_home,Master,Male,Large,2023,12
Germany,Berlin,Marketing Specialist,Marketing,12,344466.0,freelance,PhD,Other,Enterprise,2022,8
Ireland,Dublin,Financial Analyst,Finance,5,215399.0,full_time,PhD,Male,Enterprise,2022,5
Australia,Sydney,Software Engineer,Technology,2,202893.0,full_time,Master,Male,Small,2024,1
Switzerland,Zurich,Business Analyst,Business,10,136573.0,full_time,High School,Male,Small,2023,11
United Arab Emirates,Dubai,Software Engineer,Technology,24,181721.0,internship,High School,Female,Small,2022,12
Mexico,Mexico City,Financial Analyst,Finance,14,127479.0,work_from_home,Bachelor,Female,Medium,2024,1
United States,New York,Cloud Engineer,Technology,19,370000.0,part_time,PhD,Other,Small,2024,7
South Africa,Cape Town,HR Analyst,Human Resources,12,123675.0,work_from_home,High School,Other,Large,2023,6
Ireland,Dublin,Cloud Engineer,Technology,1,185838.0,work_from_home,Bachelor,Female,Enterprise,2024,1
Spain,Madrid,Financial Analyst,Finance,16,198756.0,part_time,Master,Other,Medium,2024,6
United Kingdom,London,Marketing Specialist,Marketing,11,131577.0,full_time,Bachelor,Male,Small,2024,5
Netherlands,Amsterdam,Marketing Specialist,Marketing,8,164899.0,work_from_home,PhD,Female,Medium,2022,3
Germany,Berlin,Software Engineer,Technology,11,290178.0,freelance,High School,Female,Enterprise,2025,9
Ireland,Dublin,Data Analyst,Technology,15,144920.0,internship,Bachelor,Other,Small,2023,1
Spain,Madrid,Business Analyst,Business,25,177982.0,full_time,Bachelor,Other,Enterprise,2022,5
New Zealand,Auckland,UX Designer,Design,20,258291.0,freelance,PhD,Female,Enterprise,2022,9
United Kingdom,London,HR Analyst,Human Resources,12,150775.0,part_time,Bachelor,Female,Large,2024,4
United Kingdom,London,Operations Manager,Operations,24,316594.0,full_time,Master,Other,Enterprise,2024,2
Spain,Madrid,Cloud Engineer,Technology,11,211652.0,work_from_home,High School,Other,Large,2022,1
United Kingdom,London,Cloud Engineer,Technology,9,267755.0,work_from_home,Master,Female,Small,2023,1
Japan,Tokyo,UX Designer,Design,13,209718.0,internship,Bachelor,Female,Medium,2024,8
Switzerland,Zurich,Cloud Engineer,Technology,11,282594.0,full_time,High School,Other,Small,2023,8
Mexico,Mexico City,Business Analyst,Business,10,99380.0,full_time,Bachelor,Female,Medium,2025,9
Netherlands,Amsterdam,Business Analyst,Business,18,168909.0,internship,Bachelor,Other,Small,2023,11
Singapore,Singapore,Marketing Specialist,Marketing,19,237957.0,full_time,Bachelor,Other,Enterprise,2025,11
Netherlands,Amsterdam,Software Engineer,Technology,12,216300.0,part_time,PhD,Male,Small,2025,3
Germany,Berlin,Data Scientist,Technology,1,15915.0,internship,Bachelor,Female,Small,2023,1
Ireland,Dublin,Operations Manager,Operations,18,199801.0,full_time,High School,Other,Large,2025,1
United States,San Francisco,Data Scientist,Technology,11,237324.0,full_time,High School,Male,Medium,2024,4
Brazil,Sao Paulo,Data Scientist,Technology,5,135025.0,part_time,Bachelor,Male,Enterprise,2022,11
Ireland,Dublin,Financial Analyst,Finance,12,248537.0,work_from_home,Master,Male,Enterprise,2025,1
United Kingdom,London,Data Analyst,Technology,4,90085.0,freelance,Bachelor,Other,Small,2022,7
Japan,Tokyo,Data Analyst,Technology,9,207187.0,work_from_home,PhD,Male,Medium,2024,7
Ireland,Dublin,Software Engineer,Technology,20,285936.0,freelance,PhD,Other,Medium,2024,8
Ireland,Dublin,UX Designer,Design,18,223112.0,part_time,Master,Male,Small,2024,1
Singapore,Singapore,Marketing Specialist,Marketing,22,292957.0,full_time,PhD,Female,Enterprise,2024,2
France,Paris,AI Engineer,Technology,16,187381.0,internship,Bachelor,Female,Small,2023,6
Switzerland,Zurich,Data Scientist,Technology,9,302396.0,freelance,PhD,Male,Small,2025,6
Mexico,Mexico City,UX Designer,Design,11,109400.0,work_from_home,Bachelor,Male,Enterprise,2022,8
Canada,Toronto,AI Engineer,Technology,3,221660.0,work_from_home,Bachelor,Female,Enterprise,2025,8
Singapore,Singapore,HR Analyst,Human Resources,3,182097.0,full_time,Master,Female,Enterprise,2025,10
Singapore,Singapore,Marketing Specialist,Marketing,20,249580.0,work_from_home,PhD,Other,Enterprise,2023,9
South Africa,Cape Town,Business Analyst,Business,4,95831.0,internship,High School,Male,Enterprise,2025,12
New Zealand,Auckland,Marketing Specialist,Marketing,0,53646.0,work_from_home,High School,Other,Medium,2024,3
Ireland,Dublin,Data Scientist,Technology,20,248443.0,part_time,High School,Other,Large,2023,10
United Arab Emirates,Dubai,Data Scientist,Technology,0,120210.0,part_time,Bachelor,Male,Medium,2025,12
Japan,Tokyo,Software Engineer,Technology,22,368823.0,freelance,PhD,Male,Enterprise,2025,5
Brazil,Sao Paulo,Marketing Specialist,Marketing,8,113346.0,freelance,Master,Other,Medium,2023,3
South Korea,Seoul,Data Scientist,Technology,12,208394.0,full_time,Bachelor,Other,Medium,2022,7
United Arab Emirates,Dubai,Data Analyst,Technology,17,240419.0,freelance,Bachelor,Male,Medium,2022,8
Germany,Berlin,Financial Analyst,Finance,11,170160.0,freelance,High School,Female,Medium,2022,10
Switzerland,Zurich,HR Analyst,Human Resources,5,183854.0,full_time,Master,Other,Medium,2022,9
Netherlands,Amsterdam,Operations Manager,Operations,21,236741.0,part_time,Master,Male,Medium,2023,4
France,Paris,HR Analyst,Human Resources,14,192859.0,part_time,Master,Male,Enterprise,2025,7
Spain,Madrid,AI Engineer,Technology,23,244544.0,internship,Bachelor,Male,Large,2022,4
Netherlands,Amsterdam,Cloud Engineer,Technology,14,318106.0,freelance,PhD,Other,Medium,2024,9
Brazil,Sao Paulo,HR Analyst,Human Resources,0,29776.0,internship,Master,Male,Small,2023,6
Germany,Berlin,Marketing Specialist,Marketing,8,244453.0,full_time,PhD,Male,Large,2025,10
Spain,Madrid,Operations Manager,Operations,5,177582.0,part_time,Master,Male,Large,2023,5
Japan,Tokyo,Product Manager,Technology,1,126569.0,work_from_home,High School,Male,Medium,2025,12
France,Paris,Data Analyst,Technology,5,162118.0,part_time,Bachelor,Female,Medium,2023,1
France,Paris,Marketing Specialist,Marketing,22,152909.0,full_time,PhD,Male,Small,2025,2
South Africa,Cape Town,AI Engineer,Technology,24,150516.0,full_time,High School,Male,Enterprise,2024,3
Ireland,Dublin,Cloud Engineer,Technology,15,242993.0,internship,Bachelor,Male,Large,2023,8
Mexico,Mexico City,HR Analyst,Human Resources,6,113569.0,internship,PhD,Male,Medium,2025,4
Sweden,Stockholm,AI Engineer,Technology,7,370000.0,full_time,Master,Female,Large,2025,7
United Arab Emirates,Dubai,Business Analyst,Business,0,19010.0,internship,PhD,Female,Large,2023,6
Japan,Tokyo,Data Analyst,Technology,1,125612.0,work_from_home,Master,Male,Enterprise,2023,6
India,Bangalore,Data Analyst,Technology,8,79713.0,full_time,PhD,Other,Medium,2023,10
United States,San Francisco,Data Scientist,Technology,4,282027.0,work_from_home,Bachelor,Female,Medium,2025,7
United States,New York,Cloud Engineer,Technology,14,214692.0,freelance,High School,Other,Medium,2022,12
Japan,Tokyo,Product Manager,Technology,16,352728.0,full_time,PhD,Female,Medium,2022,4
Japan,Tokyo,HR Analyst,Human Resources,7,157996.0,full_time,Bachelor,Other,Enterprise,2024,8
Sweden,Stockholm,Product Manager,Technology,23,309155.0,part_time,Bachelor,Female,Small,2024,11
Spain,Madrid,Product Manager,Technology,3,193074.0,internship,Bachelor,Male,Large,2022,6
Japan,Tokyo,UX Designer,Design,3,152706.0,work_from_home,PhD,Male,Medium,2022,5
United Kingdom,London,Operations Manager,Operations,25,370000.0,work_from_home,PhD,Female,Enterprise,2024,3
United States,San Francisco,UX Designer,Design,2,237475.0,full_time,Bachelor,Female,Enterprise,2024,3
Singapore,Singapore,Marketing Specialist,Marketing,19,177105.0,work_from_home,High School,Male,Medium,2023,1
Netherlands,Amsterdam,Marketing Specialist,Marketing,5,128142.0,full_time,Master,Other,Medium,2022,12
United Kingdom,London,Operations Manager,Operations,7,163401.0,full_time,High School,Other,Medium,2023,10
United Arab Emirates,Dubai,Product Manager,Technology,10,370000.0,part_time,PhD,Male,Large,2025,2
Mexico,Mexico City,UX Designer,Design,13,102556.0,part_time,Master,Female,Medium,2022,7
Brazil,Sao Paulo,Marketing Specialist,Marketing,19,85795.0,freelance,Bachelor,Male,Small,2022,11
